#1.2
10100	50
NAME	DESCRIPTION	786-0	BT-549	CCRF-CEM	COLO 205	EKVX	HCC-2998	HCT-15	HOP-62	HOP-92	HS 578T	HT29	K-562	KM12	M14	MDA-MB-231/ATCC	MDA-MB-435	NCI-H23	NCI-H322M	NCI-H522	OVCAR-3	OVCAR-5	OVCAR-8	PC-3	RXF-393	SF-268	SF-295	SK-MEL-2	SN12C	SNB-19	SNB-75	SW-620	T-47D	U251	A498	A549/ATCC	ACHN	CAKI-1	HCT-116	LOX IMVI	MALME-3M	MCF7	MOLT-4	NCI-H460	OVCAR-4	SF-539	SK-MEL-5	SR	UACC-257	UACC-62	UO-31
ITGAX	na	167.26	75.01	103.05	86.29	58.02	101.62	87.03	118.58	96.54	98.77	98.32	110.5	86.4	46.28	47.21	100.64	105.59	129.52	95.57	99.7	108.9	87.19	95.42	102.05	130.55	119.94	86.29	54.77	87.93	88.07	63.63	100.16	57.12	99.76	98.8	78.54	40.85	77.2	105.1	214.56	116.83	87.66	124.65	93.58	68.67	80.87	228.71	176.9	165.83	89.28
40487_at	na	29.65	71.81	105.82	100.58	99.27	97.21	137.82	134.24	113.39	53.07	281.22	221.86	96.09	127.39	80.38	77.9	99.75	108.85	123.34	122.67	133.03	101.17	76.95	53.25	271.16	117.87	240.73	181.8	121.48	83.85	185.18	207.55	125.13	41.49	84.48	103.57	88.33	184.03	391.51	60.16	85.64	143.82	64.33	60.44	104.61	65.27	83.29	80.4	40.67	85.28
HIST1H2AI	na	13.94	8.81	84.58	17.43	40.37	20.4	16.14	9.46	2.63	8.77	8.49	130.11	19.57	14.63	7.96	15.03	18.96	27.76	10.62	54.37	13.72	17.12	45.26	8.16	12.84	5.04	23.64	24.89	21.64	7.74	20.51	27.11	8.14	5.65	11.53	6.21	7.66	13.35	8.5	12.64	29.96	56.29	24.36	25.48	10.43	21.45	16.92	12.02	21.92	12.78
MMP13	na	8.76	3.53	2.32	1.62	1.06	2.12	2.0	2.79	1.65	6.34	1.98	3.37	3.32	2.66	2.59	6.18	2.24	15.57	1.32	1.66	1.56	6.45	67.57	16.32	3.12	26.56	3.2	5.12	2.75	4.12	2.72	2.31	2.1	4.63	2.92	2.14	1.44	2.05	3.97	2.77	2.39	2.48	2.34	5.19	8.25	7.68	3.1	1.68	6.41	2.15
ARIH1	na	82.04	92.06	132.93	104.47	128.58	106.58	123.3	95.65	65.85	86.56	134.93	123.78	106.29	151.39	91.41	94.94	134.89	205.09	127.88	81.94	127.78	54.06	58.59	92.81	72.45	78.26	110.95	80.38	72.04	75.83	126.03	96.53	93.12	93.0	172.45	83.18	89.49	186.1	102.18	178.62	173.67	137.52	120.89	58.21	95.86	116.95	153.01	100.16	74.02	83.38
AATK	na	311.29	107.16	148.64	171.72	100.73	491.42	208.15	151.59	169.84	209.83	390.35	187.39	225.35	114.35	182.55	177.74	121.74	129.69	369.64	375.71	203.61	338.13	237.14	252.95	208.59	120.77	178.4	185.82	188.8	604.83	221.15	122.7	185.84	246.68	196.21	217.0	200.23	159.13	144.58	464.53	210.52	227.07	146.93	214.54	101.69	505.93	232.32	407.64	375.65	167.85
39816_g_at	na	112.92	88.91	113.22	77.28	86.6	84.4	79.47	130.57	107.83	85.59	75.28	107.89	91.99	74.51	113.65	112.56	105.25	83.57	105.9	136.44	117.15	102.41	117.33	136.62	145.02	87.32	90.11	91.81	117.36	106.94	117.02	121.11	108.04	132.81	98.75	126.17	92.61	77.42	86.8	112.52	101.45	121.73	96.0	106.45	103.58	114.75	158.19	111.8	141.98	92.55
FSTL3	na	802.33	265.61	49.61	95.24	730.7	245.7	99.81	369.65	163.9	668.74	87.5	88.48	118.39	88.53	129.21	89.4	193.73	78.28	208.15	123.15	193.09	520.83	127.72	346.61	495.42	189.21	202.77	101.71	161.57	319.68	206.62	80.68	358.32	1416.23	516.04	1017.93	368.67	147.35	542.41	101.1	106.94	54.53	251.52	166.72	302.42	98.58	68.01	136.71	116.52	466.84
ACACA	na	82.99	92.07	60.34	61.36	80.0	78.89	110.36	92.05	97.59	67.34	130.59	78.9	83.22	79.1	73.99	61.3	85.82	84.73	105.54	103.44	58.3	102.85	83.88	62.05	104.44	64.95	86.41	90.21	107.43	85.27	73.59	83.62	76.49	81.46	103.54	114.9	86.42	88.4	84.46	97.97	57.94	70.28	79.38	100.62	77.71	100.44	61.31	93.05	96.31	62.84
LIM	na	104.85	575.19	48.93	217.6	698.89	123.84	83.25	372.39	124.36	551.63	242.27	141.58	181.36	102.29	167.85	124.23	109.37	217.32	27.18	92.32	630.58	106.38	234.06	105.41	188.41	153.11	125.97	94.82	143.51	230.11	168.34	160.37	128.02	156.29	1500.54	127.02	417.61	231.68	125.42	145.03	177.39	85.36	241.96	82.21	124.54	56.98	74.09	36.28	69.39	139.0
APOH	na	12.96	6.62	8.87	6.17	53.76	6.74	4.31	5.7	1.28	8.58	125.61	7.08	0.96	9.89	8.27	1.4	3.74	3.06	6.3	8.26	7.76	5.64	4.97	9.76	6.72	1.34	4.27	5.26	10.91	8.51	6.79	4.69	6.26	7.7	103.59	2.73	7.94	7.63	7.06	4.11	5.27	12.88	12.75	8.21	6.18	7.51	17.02	11.05	5.77	10.17
MSH3	na	25.32	35.12	67.79	45.21	45.69	61.76	71.84	52.82	61.71	28.75	59.8	51.48	76.44	68.09	46.57	76.88	74.95	63.2	43.75	34.27	46.7	37.86	35.58	27.04	49.14	48.69	46.27	50.22	59.01	35.26	87.88	58.93	43.06	21.84	57.53	31.52	31.9	32.82	41.06	44.11	60.78	68.07	43.44	25.08	31.82	54.09	75.76	49.07	35.37	30.56
CD83	na	42.42	115.09	156.49	50.25	53.48	69.51	76.84	70.37	64.48	107.97	59.99	69.23	69.37	103.9	168.88	192.94	98.64	98.8	120.91	61.64	93.13	77.59	65.58	106.33	118.87	61.29	135.68	85.95	123.19	140.43	48.44	56.88	93.83	59.45	57.85	60.82	118.77	97.87	118.59	221.13	63.8	155.03	46.68	104.51	86.02	202.09	42.91	101.64	86.86	124.06
TNNI2	na	5.63	4.63	4.93	3.0	3.97	3.11	6.22	5.16	3.18	9.44	4.5	4.3	4.93	3.75	4.93	3.06	4.86	8.71	6.19	4.6	4.8	4.12	3.39	5.77	5.17	2.54	4.47	10.13	4.77	8.02	8.57	12.67	2.8	6.78	4.99	4.13	3.7	3.69	3.2	7.86	4.25	5.74	4.04	5.47	3.55	4.0	8.49	7.37	4.66	3.19
PTPN1	na	135.05	219.0	154.51	184.61	203.36	162.0	203.41	289.89	555.38	319.2	404.13	229.67	295.77	331.62	532.09	470.2	323.58	304.13	244.89	200.39	468.38	372.37	180.53	322.27	351.4	274.59	337.22	438.97	241.53	242.44	258.38	312.1	276.86	264.79	177.19	331.46	385.36	198.09	325.88	513.2	250.12	323.61	189.25	259.54	309.56	358.59	172.39	548.03	955.03	441.62
FZD5	na	30.05	11.91	13.75	19.53	16.58	21.64	13.13	9.29	7.42	15.66	23.91	12.62	17.81	10.21	16.14	14.26	3.36	23.93	10.88	15.9	19.81	9.4	13.64	9.06	14.2	8.86	9.66	14.47	23.66	16.0	14.28	6.37	13.3	20.11	26.77	15.84	7.51	19.38	9.19	14.45	8.71	21.0	17.83	23.31	10.94	21.18	9.61	7.55	13.04	14.62
LY86	na	7.43	10.0	19.39	15.89	15.18	11.73	18.79	20.62	11.18	10.83	21.12	11.23	19.76	12.12	11.17	3.9	8.53	13.85	12.9	21.53	28.32	22.46	4.58	31.2	21.93	27.27	16.47	27.09	7.21	6.2	8.14	19.09	19.12	22.93	22.19	14.1	33.08	17.97	6.35	8.88	14.33	33.42	9.64	11.18	17.96	41.67	21.49	6.99	27.01	17.31
ZCCHC14	na	154.12	234.05	20.76	174.41	267.2	295.17	419.01	273.98	291.02	289.97	202.94	89.02	253.16	435.29	200.03	191.42	244.52	179.19	251.27	153.54	205.3	147.84	184.19	249.2	252.21	338.01	214.23	61.62	170.83	194.31	304.81	226.65	238.85	146.51	129.73	183.7	236.95	391.51	161.42	182.92	531.89	49.9	109.46	142.03	508.16	146.24	100.55	185.91	132.22	174.85
IDUA	na	115.07	57.96	44.52	42.59	51.07	111.86	109.41	118.5	78.34	77.82	118.37	49.18	53.77	42.61	77.38	34.62	68.99	114.85	82.57	103.59	114.62	76.23	83.27	80.7	116.68	65.68	71.75	100.52	95.14	56.75	38.6	71.02	96.89	56.82	71.54	64.61	66.7	47.52	57.64	62.66	141.56	55.15	106.21	115.62	92.1	70.29	72.95	90.76	102.38	58.35
COG7	na	8.45	5.92	8.07	5.44	6.18	8.02	4.94	8.36	6.08	8.9	5.7	9.04	5.44	7.53	7.26	6.38	14.89	7.19	6.94	10.91	9.9	7.24	10.29	9.26	14.28	8.29	7.5	8.89	12.71	10.13	7.03	7.69	12.58	11.69	8.02	11.31	10.92	6.26	7.18	13.01	6.83	9.41	13.83	8.33	6.73	13.93	8.41	6.75	12.86	10.36
PTHR2	na	11.57	8.92	19.11	7.5	4.01	3.63	17.38	12.27	6.7	8.66	4.31	5.58	3.58	5.05	5.59	19.38	33.88	9.61	13.21	13.85	11.18	23.35	8.79	11.75	8.41	5.59	20.07	5.37	18.2	6.69	3.19	6.77	8.04	41.18	5.67	6.92	7.3	9.88	5.98	21.44	14.21	6.69	17.63	33.6	17.62	35.03	14.49	9.58	11.81	9.45
HPGD	na	512.88	346.61	647.94	362.71	473.34	397.03	421.35	356.58	408.7	393.36	461.13	358.1	429.65	424.92	377.94	397.87	396.24	448.17	404.9	514.57	453.7	473.17	615.31	538.79	417.01	344.53	382.7	462.55	464.47	360.87	403.34	347.78	460.66	489.21	609.68	466.13	511.95	355.77	350.73	474.29	388.96	400.61	248.01	603.32	319.91	801.12	484.19	556.53	556.4	439.76
MARCH-VI	na	51.15	45.53	38.41	33.02	38.26	32.9	26.09	68.7	52.37	47.03	61.3	45.25	19.44	42.59	58.6	44.3	90.22	52.2	44.19	36.91	60.95	29.86	56.58	38.07	40.42	43.73	26.9	50.76	36.7	52.09	73.75	34.91	47.12	26.57	49.27	27.59	39.68	24.5	42.62	44.36	78.95	32.2	38.04	39.76	30.19	28.81	57.35	20.61	20.64	23.12
EPAG	na	9.33	4.65	16.31	14.72	3.64	9.4	7.28	6.85	5.49	11.62	5.29	11.48	5.57	11.53	6.11	4.19	3.67	9.08	3.54	12.5	10.48	7.28	5.14	2.4	8.06	5.25	7.08	4.82	4.43	3.11	4.98	5.45	10.65	12.7	8.45	6.94	4.58	8.24	3.48	12.46	5.4	7.91	15.22	10.95	6.42	3.92	7.96	2.0	6.48	17.51
FOXO1A	na	56.41	46.55	13.39	94.0	113.65	242.02	105.86	74.05	126.62	81.29	190.41	25.86	319.69	118.57	69.93	201.0	57.29	119.68	113.7	127.42	290.69	68.76	139.09	177.4	87.48	89.78	81.35	47.3	136.42	101.71	102.57	82.71	118.89	107.95	102.23	29.05	129.13	101.05	98.58	82.99	113.42	17.88	203.03	94.48	69.71	95.51	30.41	89.36	110.41	181.71
CEBPB	na	2416.37	3655.97	980.73	1970.16	1965.57	1038.32	2078.27	2084.89	1515.74	2000.61	3702.32	964.08	2669.8	2688.51	745.84	2669.89	3169.2	1590.16	1494.85	3733.02	1516.97	1285.93	1112.37	2435.78	1403.68	2897.54	991.03	1472.92	1303.62	1042.34	2649.03	2515.26	1408.72	2274.8	2578.95	831.0	2360.17	1842.35	2642.38	1177.76	1474.61	1484.21	3216.59	2834.54	1733.76	1460.93	834.53	1871.32	1498.91	2464.11
CYP1A1	na	36.6	36.8	64.0	52.77	48.16	50.43	53.33	39.56	57.72	100.81	36.32	56.38	77.19	77.49	54.51	78.76	40.17	86.5	52.19	93.46	51.44	58.09	37.08	41.0	48.91	53.15	121.45	50.69	44.29	44.6	54.82	45.32	21.84	54.26	42.44	33.84	38.94	50.63	39.89	93.0	42.24	45.95	53.6	98.46	52.28	68.0	45.21	59.07	54.22	52.95
MYO1A	na	50.15	39.45	64.53	149.41	47.36	80.64	33.6	32.39	24.55	35.14	32.35	50.23	36.82	28.7	42.73	37.6	37.73	26.11	23.77	37.07	57.17	52.23	30.36	48.5	32.79	26.86	39.46	51.06	35.92	29.57	33.47	59.77	45.33	67.29	59.58	39.6	41.97	46.69	32.62	25.1	37.97	60.49	41.08	63.74	43.52	51.08	39.81	44.88	48.44	54.52
SAH	na	50.69	21.73	32.98	48.93	36.06	24.27	31.15	26.68	17.24	27.77	99.1	683.69	37.62	22.22	30.4	32.29	19.88	21.79	22.92	34.39	69.68	30.45	27.42	44.63	30.71	20.62	55.41	34.88	34.17	18.66	13.86	42.62	14.39	33.3	70.93	113.33	38.89	38.67	11.15	36.53	36.05	19.48	31.68	59.6	20.55	28.89	29.33	24.14	32.88	42.11
39308_r_at	na	159.02	137.52	133.32	103.77	132.54	129.22	136.66	158.12	172.25	142.17	130.88	111.95	112.08	138.16	131.69	182.32	152.94	153.17	160.9	180.03	130.5	161.81	168.15	139.51	192.07	130.64	142.62	224.78	151.39	147.4	154.08	145.42	100.79	160.35	159.11	172.67	214.28	112.21	135.44	134.94	149.52	117.29	145.34	173.38	141.71	162.62	173.03	160.83	173.07	146.18
SLC6A11	na	81.96	80.19	63.11	70.96	81.45	69.97	69.31	103.16	91.61	92.48	75.64	55.88	85.16	87.96	71.15	124.15	82.03	110.03	103.46	60.24	71.64	111.73	75.89	119.71	97.01	66.94	77.05	89.57	119.07	70.04	80.15	87.04	91.7	96.3	94.78	76.33	101.89	69.15	78.58	88.28	86.93	87.32	96.05	73.11	91.68	99.87	104.52	92.1	90.78	68.23
LOC221810	na	29.04	37.94	8.25	25.57	26.03	5.91	6.69	94.74	123.41	35.67	4.95	27.61	28.99	111.45	49.28	37.38	70.2	74.12	2.66	6.74	123.64	16.11	29.78	11.52	18.57	82.76	102.09	23.8	38.01	26.8	56.62	5.04	54.71	12.39	12.65	7.41	24.71	29.17	39.22	61.74	8.17	1.96	97.99	5.99	33.0	59.35	111.92	54.63	70.12	20.58
TPI1	na	1385.72	861.06	1101.33	1874.34	1496.31	1001.62	871.75	1984.51	745.89	687.23	920.64	748.38	1651.34	1025.99	863.99	1616.86	1351.16	1055.12	682.42	891.51	850.26	1163.43	1126.47	2092.39	914.13	1186.62	658.54	745.98	1421.35	969.0	1022.93	257.91	1399.66	1098.49	963.45	1649.52	1403.88	1137.27	1194.56	561.16	883.94	702.75	1143.54	1161.75	1073.52	1119.86	1291.19	950.2	1053.46	1188.89
UBE2C	na	1325.79	1247.74	3622.32	1181.99	457.82	1290.1	1448.59	436.45	1101.22	563.84	950.48	31.28	2071.11	1028.3	2208.38	1758.37	2088.93	503.88	729.86	1024.73	737.93	1743.01	238.56	2355.77	1563.54	1232.29	787.97	484.81	1304.85	1162.12	817.03	993.38	962.13	1364.87	707.21	997.55	995.2	934.16	687.52	981.33	734.72	1311.19	922.37	1466.09	1209.21	310.22	644.85	384.13	380.43	952.45
LOC65243	na	9.9	10.75	18.72	8.95	22.54	10.69	12.0	13.09	14.81	24.74	9.01	20.03	13.58	13.25	8.19	27.06	16.01	8.08	32.92	14.96	13.97	5.46	10.21	21.97	8.85	9.92	19.83	7.99	6.91	12.07	8.7	10.6	15.53	20.75	13.58	5.02	9.37	10.44	18.57	19.93	18.05	29.09	21.11	13.51	13.56	28.49	19.78	8.05	11.81	17.23
31456_at	na	68.6	34.75	49.42	30.76	44.6	61.84	70.26	57.23	42.17	35.2	43.86	57.18	78.55	60.2	61.56	54.29	51.61	73.6	64.46	72.01	53.38	78.74	61.96	43.23	43.45	42.64	49.11	70.55	53.84	42.78	62.2	64.18	36.22	68.78	36.75	54.86	51.29	49.56	49.56	42.62	64.61	61.75	55.93	59.06	54.42	68.09	47.16	51.53	56.41	46.48
TCEB2	na	2005.75	748.45	1537.47	2154.52	1340.15	2672.61	1306.15	1248.18	1804.9	1224.81	1431.25	1546.53	1552.42	1521.75	2167.36	1186.1	1216.64	1483.88	1180.17	1317.65	1485.32	2981.88	1607.11	1092.43	775.2	1555.91	1100.47	1963.58	1174.86	1104.69	1195.05	1650.85	1260.0	1885.78	1554.17	1863.4	1362.74	1591.3	928.39	3075.61	1112.18	1599.04	1537.88	1430.39	1012.38	1319.81	1354.19	1661.98	2213.25	1633.81
31629_at	na	9.1	11.98	15.5	12.17	18.77	5.26	8.48	20.8	15.38	23.29	15.37	13.24	12.99	9.37	24.2	13.21	14.74	14.62	11.8	14.98	11.82	13.26	5.45	21.01	21.31	12.84	10.67	14.31	15.96	14.78	11.73	21.67	9.03	15.19	14.83	20.85	9.12	10.81	8.31	9.77	12.76	19.39	6.84	12.93	7.32	20.29	7.86	10.09	10.86	10.76
39651_at	na	170.77	174.66	162.81	215.97	57.47	147.5	155.74	70.04	90.99	125.26	88.85	216.79	144.32	81.07	186.63	95.07	45.65	128.56	118.32	134.37	94.58	224.49	75.1	167.32	161.95	77.14	64.86	110.7	131.12	106.34	97.74	112.21	99.44	86.33	113.58	73.71	130.23	131.04	138.62	96.51	170.81	251.74	93.64	266.43	83.46	105.22	125.68	126.27	68.89	119.2
ZAP128	na	239.2	695.81	235.29	83.38	307.41	269.41	235.14	330.54	216.33	206.06	117.12	28.92	77.56	50.01	165.65	303.16	354.52	350.74	435.9	196.98	284.95	162.36	236.37	139.72	137.37	309.45	196.46	266.37	109.69	315.92	213.49	986.09	163.34	106.08	440.06	180.1	206.77	45.31	258.42	496.77	71.12	80.17	230.2	83.28	460.94	503.21	298.74	212.73	310.63	280.53
CG030	na	16.21	7.37	10.54	3.49	6.4	10.69	7.97	14.7	6.35	5.85	13.96	11.21	9.39	6.56	11.51	6.4	17.17	10.53	6.2	6.48	7.85	9.88	4.85	7.63	6.71	9.27	6.74	4.88	7.32	19.84	10.22	6.98	4.9	16.25	10.41	6.73	4.47	6.89	8.18	8.19	7.65	14.04	9.35	12.03	9.09	9.15	10.94	9.34	5.33	5.28
TANK	na	24.45	27.93	36.05	45.4	39.92	23.54	38.56	82.56	35.01	39.8	85.4	28.67	41.24	35.31	37.75	20.53	29.05	31.29	25.81	30.85	53.71	26.89	26.06	44.82	24.6	36.01	36.45	49.03	28.85	28.9	35.48	25.87	21.28	41.55	46.69	37.09	35.86	45.11	36.5	36.02	25.89	26.05	37.89	25.31	41.72	17.15	32.35	21.86	27.33	33.6
FZR1	na	566.74	372.68	344.75	310.86	320.85	306.82	457.01	422.96	368.66	566.71	290.6	245.71	256.82	345.53	236.24	287.14	436.72	325.87	401.0	617.83	406.22	443.31	461.25	311.7	362.75	282.9	350.66	388.41	541.66	401.68	305.56	217.23	525.16	787.54	258.18	413.48	373.09	338.85	402.08	282.97	279.24	330.11	298.66	359.22	448.62	713.8	339.1	663.45	398.76	494.69
ERCC5	na	62.86	147.07	178.82	284.76	80.76	209.62	151.33	99.21	78.49	61.55	104.7	99.54	142.38	98.46	51.28	75.14	66.16	105.02	53.42	61.18	139.45	95.87	126.23	150.39	56.48	97.35	66.47	81.73	59.92	94.28	192.54	107.4	67.0	126.26	85.9	146.65	73.9	154.59	132.19	78.28	65.93	211.11	85.08	66.4	147.25	72.37	142.19	97.01	65.92	81.38
CENTB1	na	23.3	18.0	444.17	14.14	16.06	17.03	14.5	15.29	13.74	18.77	13.82	17.62	14.13	17.31	18.21	16.02	19.22	17.65	20.58	20.21	16.47	19.45	15.4	23.42	24.43	22.34	20.65	24.22	17.04	14.55	13.32	19.63	31.09	88.76	16.93	17.99	19.19	13.98	16.15	21.64	17.28	168.77	18.72	21.49	15.25	23.8	587.02	27.41	23.71	14.89
CLTCL1	na	129.77	19.63	11.85	13.39	104.44	16.26	34.95	18.91	32.68	176.92	7.78	98.13	15.06	14.1	34.07	13.66	18.69	16.24	44.24	71.55	42.45	51.23	25.87	69.76	30.94	61.06	34.19	24.28	28.97	44.15	11.95	44.32	31.73	30.56	23.95	31.94	15.59	17.23	11.38	15.88	12.57	11.98	20.82	22.87	78.47	30.28	15.11	18.13	25.15	20.88
HIST1H2BJ	na	35.35	20.5	94.01	29.72	68.67	58.3	25.33	39.48	16.58	10.84	28.0	520.85	37.87	35.16	39.75	31.23	41.28	70.27	30.9	115.11	36.88	28.18	137.8	23.13	28.77	20.2	48.86	88.45	7.45	37.67	35.2	62.34	18.07	24.79	27.13	26.81	28.9	33.46	30.13	32.78	52.53	40.97	16.43	57.51	19.26	42.73	50.94	54.94	45.68	25.39
ZNF274	na	19.78	120.48	21.98	4.77	39.67	56.06	20.56	40.56	40.66	68.02	18.91	81.49	4.95	37.81	56.19	62.13	51.87	49.88	70.25	26.07	18.36	56.41	25.25	34.03	15.8	10.89	43.85	68.58	23.13	28.24	59.51	68.33	13.82	22.52	12.15	29.46	49.19	11.49	78.24	45.05	30.61	33.4	29.27	58.91	71.49	17.34	39.26	16.43	54.01	35.43
WISP3	na	16.3	14.89	8.1	13.03	8.5	15.86	10.74	21.75	6.84	15.4	5.54	11.07	7.82	15.84	10.6	11.87	11.61	15.15	13.25	14.5	13.36	8.2	13.19	13.86	20.38	11.54	12.31	11.28	10.93	18.23	19.46	12.57	19.42	15.13	12.25	11.81	16.17	11.53	15.15	10.91	12.6	20.49	5.67	21.34	15.63	15.01	8.0	12.48	11.59	12.25
39188_at	na	4.75	6.25	5.99	11.97	9.19	6.14	11.05	16.79	5.03	10.27	7.5	16.05	7.19	11.86	10.37	7.26	4.13	6.79	6.22	8.57	6.3	5.05	3.82	15.51	16.46	9.72	5.77	5.57	8.88	5.19	4.95	3.97	14.8	9.74	6.37	19.48	4.35	16.11	6.84	7.21	10.43	16.53	3.69	6.46	5.75	16.18	24.53	14.06	19.06	6.66
NPFF	na	43.87	75.08	44.91	52.15	59.57	63.08	49.17	69.28	53.21	69.06	87.46	47.59	45.59	59.17	56.89	54.49	66.42	78.94	67.28	97.41	62.24	69.93	67.72	83.48	94.94	42.37	76.12	69.29	77.29	69.03	66.08	66.05	57.92	84.7	73.42	57.18	57.77	53.31	64.94	89.59	95.61	47.13	81.15	78.85	55.52	82.37	57.94	97.54	60.54	81.16
GPX2	na	80.74	84.6	87.98	3003.54	1836.65	1811.64	68.89	101.08	69.08	103.38	2444.33	71.67	1919.62	76.33	59.64	79.0	30.76	843.32	51.15	43.41	356.63	92.54	85.01	76.74	114.79	70.58	66.58	67.52	95.35	93.68	1062.03	42.05	81.57	75.27	2765.9	93.54	104.68	2015.78	44.5	93.81	66.66	109.32	82.16	79.05	70.81	91.01	77.57	102.43	109.35	131.02
ACADS	na	143.33	39.58	32.52	182.96	58.23	66.56	113.88	106.39	58.89	39.39	53.07	110.85	95.63	109.5	63.62	84.59	56.35	37.63	72.22	83.64	151.86	90.61	59.37	71.39	36.68	46.59	62.4	44.07	67.02	74.59	54.83	82.68	85.71	125.66	130.36	209.68	78.38	102.94	60.93	118.19	50.92	69.41	132.14	79.43	59.14	138.92	24.54	201.38	223.42	136.74
39198_s_at	na	44.86	68.88	51.51	37.1	40.84	20.33	36.23	47.23	52.83	76.16	23.18	43.28	37.56	33.48	37.79	61.74	49.22	84.48	47.35	51.09	53.55	80.4	57.68	106.57	74.24	48.84	42.41	35.68	95.61	98.5	44.53	24.09	59.64	51.05	43.73	72.23	43.86	25.52	47.53	37.27	29.73	54.18	41.15	76.24	80.55	55.39	48.16	101.69	39.02	62.79
BAZ2B	na	45.96	48.81	77.65	70.6	99.02	68.09	150.52	122.55	70.88	69.27	134.65	79.73	128.23	89.81	71.95	47.98	102.12	114.91	123.15	88.07	194.0	31.86	51.27	113.95	71.06	62.46	91.33	59.7	121.45	51.27	115.31	74.68	67.34	97.98	103.16	94.77	58.06	68.4	92.95	98.35	121.6	68.44	98.68	96.33	89.61	63.8	65.49	81.43	69.82	114.27
HADH2	na	438.92	434.28	494.37	570.01	698.56	514.2	342.85	567.13	446.63	248.32	305.62	626.71	548.59	479.71	310.0	693.4	703.09	215.56	404.93	722.67	191.82	483.94	1014.38	411.74	223.61	400.93	446.97	379.71	377.6	439.58	540.91	642.69	395.99	389.79	464.94	296.26	432.19	521.31	152.84	368.32	215.43	500.09	736.59	883.57	277.74	567.68	520.54	457.73	721.93	251.85
IFITM2 /// IFITM1 /// IFITM3	na	4381.32	12257.54	9321.86	2313.23	6169.13	3345.69	6355.83	6472.96	3759.58	4540.97	9524.96	6894.81	248.11	1810.08	5914.36	1220.27	6064.14	2604.59	574.68	2880.54	5389.74	8753.55	3662.18	10527.72	5947.9	5783.16	1917.53	14284.67	909.61	7548.9	2108.77	3183.69	2780.35	6116.65	1249.84	4357.33	5413.07	3628.57	8334.88	1014.28	2473.0	1057.55	7071.98	5091.79	14684.13	1200.2	16657.71	3634.39	9516.46	2030.67
DAF	na	64.4	270.7	15.39	77.38	438.14	139.91	251.77	208.37	439.91	780.3	246.82	593.2	1112.3	78.78	508.36	212.56	115.82	174.18	13.09	104.65	588.6	39.33	2130.41	121.46	173.02	152.34	233.83	285.43	46.82	73.76	58.94	448.37	32.2	87.53	187.23	70.41	268.31	338.53	156.95	209.85	284.49	33.98	1672.05	39.46	36.47	118.71	12.55	97.27	182.16	50.64
31454_f_at	na	3.62	12.87	9.05	12.88	11.43	9.06	12.74	16.72	19.67	10.25	8.0	7.97	10.28	7.44	10.18	10.44	6.9	10.59	11.45	16.31	11.62	18.65	13.59	16.49	21.03	17.83	17.99	19.98	19.21	14.25	5.65	9.04	22.25	9.09	13.19	8.12	19.45	11.05	5.02	8.67	12.16	10.59	8.19	15.51	24.11	30.68	15.05	17.43	18.15	25.57
35357_at	na	53.19	32.37	43.82	44.94	32.07	49.05	41.62	48.32	29.87	38.93	36.8	54.81	47.0	40.55	30.24	33.91	36.99	63.77	37.93	60.81	62.66	33.58	30.8	34.39	37.91	21.94	35.2	70.43	32.53	28.32	49.67	61.15	41.39	46.36	39.73	27.54	46.04	21.76	26.85	23.03	46.86	54.6	50.15	51.52	43.11	54.27	22.99	34.16	51.77	40.44
RAMP3	na	203.64	168.84	229.67	148.25	185.65	185.75	177.41	197.85	180.84	228.05	190.64	213.93	190.49	206.09	170.62	166.02	168.23	179.74	190.6	254.48	173.57	246.47	177.08	252.28	231.13	159.42	199.78	227.06	236.54	211.71	191.21	197.93	185.66	195.01	212.09	187.12	189.12	186.5	231.23	234.32	238.97	230.41	188.56	188.89	188.07	225.65	213.04	248.05	202.9	173.62
CLDN5	na	25.0	23.19	20.52	20.63	17.9	20.21	22.74	26.19	22.36	21.37	18.87	16.32	18.09	21.84	21.33	17.48	23.43	28.38	19.2	24.11	25.16	28.15	22.55	25.13	26.96	18.67	19.3	25.03	26.27	17.73	23.34	19.32	18.63	22.47	26.24	19.58	19.46	18.59	22.6	27.03	16.65	20.79	28.17	27.25	14.72	39.45	28.25	26.32	24.98	21.72
PLXNA3	na	60.11	36.2	23.97	27.09	32.95	46.77	74.49	53.09	45.21	63.07	96.34	58.12	42.06	29.25	58.15	27.55	45.99	58.18	52.88	40.58	39.75	40.41	42.42	58.99	69.64	48.04	17.08	35.46	86.69	91.6	36.07	54.14	72.88	42.54	22.95	37.91	34.44	30.9	36.87	58.25	65.53	29.73	38.29	54.95	75.7	36.09	57.45	46.14	46.88	27.54
RAI17	na	171.18	171.81	215.42	81.81	143.78	68.74	117.9	330.34	585.28	184.27	238.34	97.44	92.72	237.85	347.39	251.55	66.63	85.07	199.65	101.07	174.15	81.96	345.13	196.36	56.93	265.56	256.52	121.03	192.43	152.53	176.17	396.68	197.42	217.37	231.56	74.9	52.55	104.12	99.47	227.18	221.75	108.98	242.15	50.71	230.21	112.29	168.47	69.22	95.36	77.89
